_t4 		today is August sixteenth . 
_t4 		hey , what's that , is that a squirrel ? 
_t4 		what're you ,  you're bumping your head ? 
_t4 		do you see birds , elephants , squirrels , what else ?
_t4 		monkeys !
_t4 		look look , over here , here's some monkeys .
_t4 		you're gonna kiss the monkeys ?
_t4 		kissin [: kissing] the monkeys . 
_t4 		let's make more towers . 
_t4 		yeah , let's make some towers . 
_t4 		what ?
_t4 		away ?
_t4 		cockadoodledo . 
_t4 		whatsa [: what's the] matter , boo ? 
_t4 		Lucy's [: Lucy is] playing with doggy+woggy ?
_t4 		looks to me like Lucy's [: Lucy is] playing with doggy+woggy .
_t4 		you're kissing doggy+woggy ? 
_t4 		oh , what is his name ?
_t4 		and what's Lucy's name ?
_t4 		lucybucy ?
_t4 		yeah .
_t4 		oh , they're playing together . 
_t4 		o:h , they're playing together . 
_t4 		Lucy's [: Lucy is] playing and who do we have here ?
_t4 		Lucille .
_t4 		everybody's sitting .
_t4 		on top .
_t4 		is this Lucy ?
_t4 		lucybucy , and who's this ?
_t4 		and who's this ? 
_t4 		that's doggy+woggy , and who's this ?
_t4 		who's this ?
_t4 		lucybucy , and who's this ?
_t4 		that's the lego person , who's this , do you remember ?
_t4 		what's her name ? 
_t4 		is it Lucille ? 
_t4 		yeah . 
_t4 		who's Lucille . 
_t4 		xxx Lucy and Lucille .
_t4 		doggy+woggy !
_t4 		that's Lucy .
_t4 		lucybu:cy , I mean .
_t4 		you gave her a new name , she was Lucy and now (.) she's lucybucy . 
_t4 		nn , I'm going to un+connect these .
_t4 		can I hold it for you ?
_t4 		oh , good job . 
_t4 		that's a black lego .
_t4 		two black legos . 
_t4 		nn . 
_t4 		what is that person's name ?
_t4 		well , the doggy's name is doggy+woggy . 
_t4 		what's that lego person's name ? 
_t4 		dyou [: do you] wanna give that person a name ? 
_t4 		you can give the person a name . 
_t4 		does the person have a name ? 
_t4 		do we have another person ?
_t4 		Lucille is over there . 
_t4 		Lucille is over there . 
_t4 		oh , you want the train ?
_t4 		and Sleepy Bear , here's Sleepy Bear .
_t4 		his neck ? 
_t4 		he has a ribbon around his neck , doesn't he ? 
_t4 		nn .
_t4 		thank you for the train .
_t4 		you want Sleepy Bear to have a train massage ?
_t4 		I think that's what you want , okay .
_t4 		Naima's [: Naima is] having a train (.) crawling up her   belly  . 
_t4 		chchchch     .
_t4 		what (.) goes ?
_t4 		I see some rings on the floor too , I see a red ring and I see a blue ring .
_t4 		yep [: yes] that's the red one .
_t4 		and I see a purple ring too . 
_t4 		dyou [: do you] see a purple one ? 
_t4 		that's purple , actually I can't see it , that's the blue one .
_t4 		that's the blue one . 
_t4 		that's the red one . 
_t4 		happened doggy+woggy ?
_t4 		what happened to doggy+woggy ?
_t4 		thank you .
_t4 		play legos . 
_t4 		okay baby .
_t4 		Mommy's gonna play legos . 
_t4 		here's two: black legos and here are two: green legos and here are two: red legos and here are two: friends . 
_t4 		and here are two: green legos . 
_t4 		and here are two rings that are different colors . 
_t4 		two .
_t4 		kissing kissing doggy+woggy ? 
_t4 		does doggy+woggy like to have kisses ? 
_t4 		what flower ? 
_t4 		those are legos . 
_t4 		we were talking about different flowers' names today . 
_t4 		you , you were asking what all the flower names were .
_t4 		you remember ? 
_t4 		you said flower name . 
_t4 		did Daddy tell you the flower's name ? 
_t4 		I think you and Daddy saw some co:smos in the garden . 
_t4 		what other kinds of flowers didjou [: did you] see ? 
_t4 		what kind of flowers ?
_t4 		borridge flowers ?
_t4 		I think you +...
_t4 		cosmos !
_t4 		those are big flowers , the cosmos flowers . 
_t4 		didjou [: did you] see: (.) goldenrod ? 
_t4 		Daddy tell you bout [: about] the flowers we were looking at , didjou [: did you] see petunias ?
_t4 		yeah .
_t4 		Daddy showed you the petunias , right ? 
_t4 		what other kinds of flowers didjou [: did you] see ?
_t4 		didjou [: did you] see any roses ? 
_t4 		you saw roses ,  ? 
_t4 		yeah , black eyed susans . 
_t4 		Daddy susans ? 
_t4 		and sweet peas , and marigolds .
_t4 		is he playing legos ? 
_t4 		thank you .
_t4 		doggy+woggy has a silly hat on .
_t4 		Naima's finger . 
_t4 		you putting your finger on the lego ? 
_t4 		yes , we saw some people (.) who were under an umbrella . 
_t4 		we used an umbrella today , didn't we ? 
_t4 		when it was raining .
_t4 		you have legos on your fingers .
_t4 		oops . 
_t4 		Naima's finger . 
_t4 		Daddy used an umbrella too .
_t4 		you were under an umbrella and there were other people under an umbrella .
_t4 		cause [: because] it was really raining today . 
_t4 		it was raining , and it was windy .
_t4 		the wind was blowing .
_t4 		and it was raining . 
_t4 		did it stop raining ?
_t4 		it stopped raining .
_t4 		right ?
_t4 		you were playing at the play+ground .
_t4 		you were playing at the play+ground .
_t4 		who got wet ? 
_t4 		Daddy got wet ?
_t4 		Naima got wet .
_t4 		you were wearing your swimsuit .
_t4 		and you got all wet ! 
_t4 		Daddy pressed a button to make the sprinkler go on , didn't he ? 
_t4 		Naima got wet .
_t4 		you +...
_t4 		what ?
_t4 		in the other room there're some voices , I hear them too .
_t4 		you hear the other people ?
_t4 		kiss people ?
_t4 		we don't even know those people . 
_t4 		should I put this lego on here ? 
_t4 		there ! 
_t4 		where did Daddy go , dyou [: do you] know ? 
_t4 		he went to go get an umbrella ? 
_t4 		Daddy went for a walk . 
_t4 		up . 
_t4 		the rings are going in between your legs ! 
_t4 		when Daddy gets back we're going to go somewhere . 
_t4 		bouncy ride ?
_t4 		is he playing ?
_t4 		oh , he's +...
_t4 		uh  !
_t4 		Sleepy Bear's [: Bear is] kicking the legos .
_t4 		he's playing . 
_t4 		he's kissing Naima . 
_t4 		Sleepy Bear's [: Bear is] kissing the lego person . 
_t4 		Naima's [: Naima is] kissing the lego person ,  . 
_t4 		uh: , hug ,  . 
_t4 		hug ! 
_t4 		hug Sleepy Bear . 
_t4 		you're hugging the lego person , he's so tiny , it's hard to hug him .
_t4 		teeny tiny .
_t4 		teeny tiny . 
_t4 		who's skinny ? 
_t4 		grandma's skinny ?
_t4 		cause [: because] grandma sang something to you about being skinny ? 
_t4 		and it fit because it was a long skinny rock , and did she help you water plants , did grandma help you water some plants ?
_t4 		the other day , day before yesterday . 
_t4 		what was Mommy saying ?
_t4 		singing or saying ?
_t4 		was grandma saying something to Mommy ? 
_t4 		yes ?
_t4 		a long and skinny rock and it fit into that (.) toy , didn't it ? 
_t4 		it had a narrow spout , I think . 
_t4 		I think grandma helped you find rocks that would fit in there . 
_t4 		is Sleepy Bear sleepy , Naima ? 
_t4 		hnn .
_t4 		hug Sleepy Bear .
_t4 		who's teeny weeny ?
_t4 		that is a teeny weeny person !
_t4 		are you gonna sing to the teeny weeny person ?
_t4 		you're hugging , hug Sleepy Bear .
_t4 		you're hugging your train ?
_t4 		oh ! 
_t4 		thank you .
_t4 		what about Sleepy Bear's neck ? 
_t4 		Daddy train ? 
_t4 		oh , you're massaging Sleepy Bear with the train , huh ? 
_t4 		that's right , Daddy was helping you do that . 
_t4 		that's very funny .
_t4 		yeah , yes ?
_t4 		and up Naima's belly ,  , the train , dyou [: do you] think the train will fit in this pocket on your overalls ? 
_t4 		nn , sort of , where's the lego person ? 
_t4 		the lego person will fit better . 
_t4 		in your pocket . 
_t4 		let's see . 
_t4 		here's the pocket , can you put the lego person in there ? 
_t4 		yeah ! 
_t4 		he doesn't really fit that well , does he ?
_t4 		there ! 
_t4 		hnn , he's in your pocket ! 
_t4 		the train won't fit , I think .
_t4 		I think that lego person might need to breathe , yes , that train is too big .
_t4 		what color is that zipper , Naima ?
_t4 		what color is the zipper ?
_t4 		dyou [: do you] remember the name of that color ?
_t4 		oh , you really wanna put the person in there , huh ?
_t4 		okay , there . 
_t4 		you want me to take him out ?
_t4 		there . 
_t4 		are you sleepy ?
_t4 		close it , you want me to close it ? 
_t4 		you want me to zip it closed ? 
_t4 		come here and I'll zip it closed ,  you're doing it ,  good job , you know how to do that . 
_t4 		I didn't , don't think I knew that you knew how to do that . 
_t4 		whatcha [: what are you] givin [: giving] me ?
_t4 		it's almost your dinner time , I think . 
_t4 		Naima is playing .
_t4 		where's doggy+woggy ?
_t4 		roof , hi Naima . 
_t4 		can he ride the train ?
_t4 		I'm riding the train , roof roof roof roof roof ! 
_t4 		woof woof woof . 
_t4 		hula hula hula hula hula hula  . 
_t4 		where did we have lunch today , dyou [: do you] remember ?
_t4 		with Daddy , where did we have lunch ? 
_t4 		dyou [: do you] remember ? 
_t4 		where ? 
_t4 		we had lunch at a (.) restaurant . 
_t4 		yeah , you heard some voices . 
_t4 		yeah , there's some people in that living room over there . 
_t4 		yeah , I'm , I'm rubbing your foot a little bit . 
_t4 		I'm massaging your foot just a little bit . 
_t4 		other foot ? 
_t4 		you want me to massage that foot ?
_t4 		okay . 
_t4 		this foot too ? 
_t4 		dyou [: do you] wanna lie down and I can massage your feet ? 
_t4 		let's take this off . 
_t4 		all+right ? 
_t4 		yeah , there are some voices .
_t4 		in the other room .
_t4 		here lie down (.) on the floor . 
_t4 		I can give you a foot massage if you want . 
_t4 		you can just relax . 
_t4 		nn . 
_t4 		you hear the voices ? 
_t4 		were you listening ? 
_t4 		was Naima listening ? 
_t4 		who's in your pocket ?
_t4 		there's a person in your pocket .
_t4 		I know , a little lego person . 
_t4 		maybe the lego person is sleeping in your pocket . 
_t4 		hnn   . 
_t4 		is that a good place to sleep ? 
_t4 		in your pocket ? 
_t4 		it looks comfy .
_t4 		you want me to take him out ?
_t4 		yeah , okay . 
_t4 		are you sleeping lego person ? 
_t4 		hula hula Daddy .
_t4 		Daddy was saying hula hula to you . 
_t4 		he was saying , he was bouncing you on his belly saying hula hula hula hula hula hula  . 
_t4 		I think he was . 
_t4 		what are you doing ?
_t4 		o:h , ticklish ?
_t4 		okay .
_t4 		what game ?
_t4 		which ,  there is a game in the other room .
_t4 		it's called ,  there's a checkers game and there's also a chess game . 
_t4 		cap ? 
_t4 		grownups game , did Daddy say it's a game just for grownups ?
_t4 		is that what he said ? 
_t4 		you still want me to rub your foot a little bit , okay . 
_t4 		okay . 
_t4 		this is relaxing , isn't it ? 
_t4 		you have a very relaxed foot . 
_t4 		what ? 
_t4 		oh , I think we have a very wet diaper here . 
_t4 		okay , you know what , I think we're gonna have_to stop .
_t4 		that's Mommy's comb !
_t4 		Mommy has to put a shirt on .
_t4 		what ?
_t4 		no , let's leave that on .
_t4 		down .
_t4 		are you gonna comb your own hair ?
_t4 		are you gonna comb your own hair ? 
_t4 		you can comb your own hair if you want to .
_t4 		you can comb your own hair . 
_t4 		yeah ?
_t4 		okay , hold on just a second . 
_t4 		you know howda [: how to] comb your own hair though .
_t4 		are you gonna comb your hair ?
_t4 		comb , comb .
_t4 		comb your hair , little baby . 
_t4 		all+right , comb my hair then . 
_t4 		I will comb my hair . 
_t4 		can I have it ? 
_t4 		yunna [: you going to] watch me comb my hair ? 
_t4 		we're gonna go have breakfast in a minute . 
_t4 		you can have more breakfast .
_t4 		you want to run around ?
_t4 		well , you can do that too . 
_t4 		it looks like it's a nice , sunny day outside . 
_t4 		you gonna run around ? 
_t4 		we need to put some clo:thes on .
_t4 		oh you want the comb , you wanna comb Sleepy Bear's fur maybe ? 
_t4 		you wanna comb Sleepy Bear's fur ? 
_t4 		let's see .
_t4 		are you eating that comb ?
_t4 		you want me to comb your hair ?
_t4 		okay . 
_t4 		there , there .
_t4 		how bout [: about] Sleepy Bear , his hair needs to be , his fur needs to be combed .
_t4 		can you do it ? 
_t4 		wanna comb Sleepy Bear's fur ? 
_t4 		he has nice fur ! 
_t4 		now he looks very nice . 
_t4 		he's ready to start the day . 
_t4 		how bout [: about] +..?
_t4 		thank you .
_t4 		again ?
_t4 		I'm combing his fur . 
_t4 		I'm combing your hair . 
_t4 		now I'm combing +...
_t4 		nn .
_t4 		lotion , yup [: yes] , that's lotion .
_t4 		nursie lotion .
_t4 		well , you could call it that . 
_t4 		be careful on the edge of the bed there ,  , is there a book on the floor ?
_t4 		is there really a book on the floor ?
_t4 		oh+my+goodness ! 
_t4 		oh+my+goodness gracious me ! 
_t4 		gracious me .
_t4 		the book ?
_t4 		you want the book to look at ? 
_t4 		maybe you can find the picture where she's putting the rings , stacking the rings . 
_t4 		there's a picture where she's stacking the rings , right ? 
_t4 		oh+my+goodness ! 
_t4 		Naima ! 
_t4 		oh+my+goodness , said Mommy .
_t4 		is it gonna be warm enough for you to wear shorts today , do you wanna wear shorts ? 
_t4 		what happened , what happened to the book ?
_t4 		what happened to the book ?
_t4 		we have_to put some clothes on you so we're gonna have to  .
_t4 		get the book ?
_t4 		get it a book ! 
_t4 		get it a book !
_t4 		I will get it the book .
_t4 		get the book Mommy , all+right .
_t4 		here it is !
_t4 		okay , sit down please .
_t4 		sit down .
_t4 		all+right .
_t4 		now . 
_t4 		oh , are there penguins on this shirt , huh !
_t4 		this suit has penguins on it . 
_t4 		one , two , three , four , five penguins ! 
_t4 		didjou [: did you] kiss them ?
_t4 		nn .
_t4 		we're gonna put it on , do you know how to put the suit on ? 
_t4 		yeah , that's the right idea . 
_t4 		whoa , okay .
_t4 		you are full of (.) vim and vigor this morning , vim and vigor .
_t4 		vim and vigor and vinegar . 
_t4 		pith and vinegar . 
_t4 		vim and vigor . 
_t4 		pith and vinegar . 
_t4 		vim and vigor . 
_t4 		vim and vigor . 
_t4 		you are full of (.) vim and vigor . 
_t4 		vim and vigor ! 
_t4 		what're [: what are] you full of ? 
_t4 		vim and vigor ! 
_t4 		what're [: what are] you full of this morning ? 
_t4 		vim and vigor ! 
_t4 		sit up for a second . 
_t4 		is that what it is ?
_t4 		what is it ?
_t4 		vigor .
_t4 		vim and vigor ! 
_t4 		but I'm saying vim and vigor . 
_t4 		penguins ! 
_t4 		you're full of vim and vigor and penguins this morning . 
_t4 		vim and vigor ! 
_t4 		yes ?
_t4 		what , tickle , vim and vigor ,  you like the tickly part ?
_t4 		vim and vigor ! 
_t4 		Naima's [: Naima is] full of (.) vim and vigor ! 
_t4 		vim and vigor ! 
_t4 		vim !
_t4 		vim ! 
_t4 		vim and vigor !
_t4 		bucket ?
_t4 		bucket float ? 
_t4 		Dadaji and Babaji are on vacation .
_t4 		and we're on vacation but we're not with them on vacation . 
_t4 		they took a plane to go on their vacation , they went to alaska .
_t4 		Mommy and Daddy and Naima are in (.) Maine . 
_t4 		welcome to Maine , that's right !
_t4 		welcome to Maine !
_t4 		guy guy guy , guy guy guy guy ?
_t4 		guy guy guy , guy guy guy guy guy ? 
_t4 		what is on your tooth there ?
_t4 		oh that's cheese from this morning .
_t4 		another tooth is coming through ! 
_t4 		you have more teeth there , i see some eye teeth . 
_t4 		eye teeth .
_t4 		really ?
_t4 		Naima's [: Naima is] full of vim and vigor this morning , Daddy .
_t4 		vim and vigor or vinegar ? 
_t4 		pith and vinegar ! 
_t4 		nursing Mommy !
_t4 		boy , boy ! 
_t4 		exactly ,  boy ,  boy .
_t4 		you know , this we +...
_t4 		odd , are you an odd person ?
_t4 		yeah , you still say it , but a lion , you can say that word .
_t4 		ye:s , a lion growls .
_t4 		rar .
_t4 		odd game ?
_t4 		oh , you like playing an odd game ? 
_t4 		rar , hey , that's my microphone you got there . 
_t4 		you know what , you can't play there .
_t4 		on that bed rail , that's not safe . 
_t4 		sorry about this . 
_t4 		okay .
_t4 		xxx .
_t4 		oh good , we can go have breakfast now . 
_t4 		um , need more food for her . 
_t4 		then what +...
_t4 		are you recording right now ?
_t4 		yeah . 
_t4 		wet ,  Daddy's towel is wet .
_t4 		Daddy's wet towel is on the floor .
_t4 		Daddy's towel is wet . 
_t4 		Daddy's not wet .
_t4 		thank you for reminding me and I will dry it now .
_t4 		um , yes , we must go , we need more food for her .
_t4 		make sure to turn all this off .
_t4 		don't balance by the edge of the bed .
_t4 		please ! 
_t4 		yeah , no , Naima turn around and get down slowly .
_t4 		Daddy's looking for Mommy's comb .
_t4 		Mommy's comb is here , Daddy . 
_t4 		Mommy's comb , see ? 
_t4 		Daddy's gonna use it .
_t4 		all+right . 
_t4 		other side ?
_t4 		give me the +...
_t4 		you can put that in your pocket , right ?
_t4 		yeah .
_t4 		you have it on f one ?
_t4 		yeah . 
_t4 		we'll need about ten or fifteen minutes .
_t4 		name the flowers , let's see .
_t4 		dyou [: do you] remember these ?
_t4 		seedum , up there that's seedum , remember ? 
_t4 		and these ? 
_t4 		petunias . 
_t4 		petunias , purple petunias , dark purple and light purple petunias . 
_t4 		you like to see the (.) names of these things , dontcha [: don't you] ? 
_t4 		you're into the names of everything , people and flowers and +... 
_t4 		here we are again .
_t4 		here we are again at the flower garden . 
_t4 		actually there's some tomatoes there too . 
_t4 		these are carrots , I think , growing in the ground .
_t4 		right here . 
_t4 		yeah , poppies .
_t4 		poppy . 
_t4 		pop pop poppy .
_t4 		yeah .
_t4 		look at all those . 
_t4 		yeah another poppy's  over there .
_t4 		you wanna see more poppies , okay , let's go .
_t4 		Mommy , what's Mommy doing ?
_t4 		see , these are poppy pods , these are (.) seed pods for poppies here . 
_t4 		these big green things . 
_t4 		and back there are beans , scarlet runner beans . 
_t4 		nn .
_t4 		you wanna see poppies over here , okay . 
_t4 		yeah , you like those , dontchou [: don't you] ?
_t4 		what are those ?
_t4 		water , where ?
_t4 		this morning  water in  .
_t4 		oh this morning there was water . 
_t4 		oh I see . 
_t4 		yeah . 
_t4 		there was water , this morning there was water collecting . 
_t4 		seed pods , seed pods .
_t4 		remember what these are ? 
_t4 		no , they're not roses , remember look at the leaves . 
_t4 		see they're hairy , remember you called this hairy . 
_t4 		you said these were hairy . 
_t4 		and that means these are +... 
_t4 		xxx roses , cosmos !
_t4 		are they roses ?
_t4 		no , they're cosmos ! 
_t4 		cosmos , yeah . 
_t4 		more poppies .
_t4 		more poppies please ! 
_t4 		I don't know what those purple ones are . 
_t4 		they're beautiful , dark purple . 
_t4 		and some double poppies , these are single poppies with the single petals , these are double poppies , see they're fluffy , hairy almost . 
_t4 		you wanna run around ?
_t4 		you wanna run around ?
_t4 		you wanna run around ? 
_t4 		where you running around in the hay ?
_t4 		can't we adjust it so it +...
_t4 		purple flowers .
_t4 		purple flowers and we don't know the name , we should . 
_t4 		they're very common , what're [: what are] these ? 
_t4 		oh those are hostas . 
_t4 		hostas !
_t4 		yeah another flower , those are white .
_t4 		uh , those are buoy , those are lobster buoys , Naima . 
_t4 		bugs , yeah Daddy's getting eaten by bugs here . 
_t4 		yeah .
_t4 		what kind of bugs bite people ? 
_t4 		wanna sit ?
_t4 		yes , baby ? 
_t4 		you wanna bouncy ?
_t4 		it does not bounce at all .
_t4 		okay , you can sit . 
_t4 		yeah , picnic table .
_t4 		there's only one picnic table here , this one .
_t4 		one picnic table . 
_t4 		yeah , there are chairs over there .
_t4 		it's a nice day , isn't it ? 
_t4 		it's beautiful day . 
_t4 		Naima , what're you doing ? 
_t4 		what're you doing , Naima ? 
_t4 		Mommy wants to know whatchour [: what you are] doing . 
_t4 		are you hiding ? 
_t4 		are you hiding , no , you're playing with the buoy . 
_t4 		be careful there , girl . 
_t4 		yeah , you can get in . 
_t4 		just be careful . 
_t4 		nother [: another] bench , nother bench .
_t4 		ant .
_t4 		that ant is running around .
_t4 		down , where ?
_t4 		oh , the ant went down , did it ? 
_t4 		did it ?
_t4 		yeah ?
_t4 		the ant was on the table , it was on the table .
_t4 		it was ,  Naima's [: Naima is] sitting on the table ?
_t4 		you're sitting on the bench . 
_t4 		table table . 
_t4 		Mommy's sitting over there . 
_t4 		doggies , what doggies ? 
_t4 		where's a doggie ?
_t4 		I don't see a doggie , miss boo . 
_t4 		did you see a doggie wearing a purple suit today ? 
_t4 		I see a little girl doggie . 
_t4 		I'm watching you .
_t4 		Naima what ? 
_t4 		watch Mommy ?
_t4 		is Mommy watching Naima or is Naima watching Mommy ? 
_t4 		are you getting stuck ? 
_t4 		I'm watching Naima , I'm watching Naima ! 
_t4 		Mommy's watching you , you getting down ? 
_t4 		are you climbing ? 
_t4 		xxx climbing .
_t4 		oh , didjou [: did you] get stuck ?
_t4 		o:h , you got stuck , little girl . 
_t4 		you got stuck ! 
_t4 		that's a lobster buoy . 
_t4 		that's a lobster buoy .
_t4 		that goes in the water . 
_t4 		yeah . 
_t4 		they throw that in the water to keep an eye on (.) where their lobster traps are . 
_t4 		oh , was there a chipmunk in there ?
_t4 		did the chipmunk run in there ? 
_t4 		yesterday , I think , maybe , yeah , yesterday I think a chipmunk did run in there . 
_t4 		xxx the other barn .
_t4 		oh , the other barn .
_t4 		chipmunk was running ?
_t4 		chipmunk was running ?
_t4 		yeah , there's a lot of stuff in there , isn't there ? 
_t4 		chipmunk ran in but there's a lotta [: lot of] stuff in there .
_t4 		mostly junk . 
_t4 		junky stuff . 
_t4 		junky stuff .
_t4 		junky stuff .
_t4 		hey , hi honey bunny .
_t4 		that's a big wagon wheel .
_t4 		xxx wagon wheel ! 
_t4 		it's a big wagon wheel , it looks very old . 
_t4 		careful !
_t4 		yeah , don't knock it down . 
_t4 		oh , the baby's running away ! 
_t4 		oh , baby !
_t4 		you're really good at going down stairs now , Naima . 
_t4 		yeah , the chipmunk ran away .
_t4 		junky stuff .
_t4 		junky stuff .
_t4 		yeah , there's a lot of junky stuff in there . 
_t4 		hi , baby !
_t4 		pretty flowers !
_t4 		hey , yeah , I was trying to remember what those +...
_t4 		pretty flowers , now she's using pretty quite regularly .
_t4 		oh , that stuff is called ,  +...
_t4 		Mommy would know .
_t4 		Daddy doesn't . 
_t4 		I think that's called queen of the prairie , but I'm not sure .
_t4 		queen of the prairie !
_t4 		Naima ! 
_t4 		hostas , I see hostas .
_t4 		big wagon wheel , that's the wheel of a big wagon .
_t4 		it's a big wagon wheel .
_t4 		careful girl ! 
_t4 		see , that could've fallen on you . 
_t4 		and made you f:eel mighty bad . 
_t4 		mighty bad .
_t4 		mighty bad . 
_t4 		oops . 
_t4 		you're running up the ramp , Daddy's gonna come after you . 
_t4 		oh my god ! 
_t4 		what happened ,  that's a spider , that's a spider , girl . 
_t4 		are you scared of spiders ?
_t4 		are you afraid of spiders (.) at such a young age ?
_t4 		spiders ?
_t4 		okay , baby .
_t4 		see , it's right there . 
_t4 		it's right there . 
_t4 		yeah , yeah , yeah .
_t4 		whaddayou [: what do you] wanna see now ?
_t4 		spider .
_t4 		Naima , what did you see ?
_t4 		spider .
_t4 		I'm asking Naima .
_t4 		oh , she knows .
_t4 		Naima , what did you see ? 
_t4 		Mommy wants to know what you saw . 
_t4 		tell Mommy .
_t4 		spider . 
_t4 		there , there it is , there .
_t4 		yeah , spiders live on webs .
_t4 		they wait for flies and things . 
_t4 		you wanna see ?
_t4 		anything . 
_t4 		yeah . 
_t4 		it should just make it better , not worse .
_t4 		okay , sweetie , it's okay .
_t4 		wow , wow , wow , wow !
_t4 		now you wanna go down and see it again ?
_t4 		see ! 
_t4 		whatsa [: what's the] matter ?
_t4 		bye bye , spider .
_t4 		bye bye , spider .
_t4 		other spiders , you wanna find other spiders now ?
_t4 		you wanna , you wanna , see the (.) whole class of spiders ?
_t4 		other_a , other_a . 
_t4 		other_a , other_a . 
_t4 		other_a , other_a . 
_t4 		that's a noisy car , isn't it ? 
_t4 		that was a big fly . 
_t4 		big fly was down there . 
_t4 		and then it , then it flew away !
_t4 		another fly ?
_t4 		just another fly in Maine .
_t4 		what is it , I don't know , let me see .
_t4 		this is ,  that's a ho:le , I don't know why that hole is there . 
_t4 		it's a hole in the stairs . 
_t4 		I don't know why . 
_t4 		it's just there . 
_t4 		yeah , a hole .
_t4 		Mommy , Mommy , Mommy , Mommy . 
_t4 		hi .
_t4 		Daddy Daddy doody ?
_t4 		peek+a+boo .
_t4 		what ? 
_t4 		oh , more spider webs , that's a spider web . 
_t4 		xxx .
_t4 		that's a web .
_t4 		bye bye web , okay .
_t4 		careful , pay attention !
_t4 		you haveta +...
_t4 		that's other web , yeah , that's it the other web . 
_t4 		oops . 
_t4 		bye bye other .
_t4 		you wanna see it again ?
_t4 		there's no spider , just the web , spiders make webs .
_t4 		so there must have been a spider here once . 
_t4 		but there's no spider now , no spider , just a web .
_t4 		up where , where're [: where are] we going ?
_t4 		oops .
_t4 		what ?
_t4 		we can finish the taping .
_t4 		okay . 
_t4 		Mommy's wearing clothes without a pocket today . 
_t4 		that's a problem . 
_t4 		oh , are you gonna stand on that box now ? 
_t4 		do you love to stand on that box ?
_t4 		I know , you don't , but you know once it's on you can forget about it .
_t4 		oh , no , you know what , we're gonna leave it on for now .
_t4 		&aw ! 
_t4 		on , please . 
_t4 		where's the person , where didjou [: did you] put the little person ? 
_t4 		where didjou [: did you] put the person ? 
_t4 		come on , boo . 
_t4 		&aw , let's just try one more time .
_t4 		can you find the person , I wanna play the odd game , I wanna play the odd , I wanna play the odd game .
_t4 		where's the person ?
_t4 		where's the person ? 
_t4 		I can't find him ! 
_t4 		oh , there he is ! 
_t4 		oh dear ! 
_t4 		and what's this ?
_t4 		the igloo ,  dear ! 
_t4 		put the igloo up here .
_t4 		I got the person . 
_t4 		are you gonna throw it back down ? 
_t4 		uh  ! 
_t4 		oh no ! 
_t4 		today is September (.) ninth .
_t4 		uh  is right ! 
_t4 		and Naima is really (.) talking (.) lo:ng sentences these days . 
_t4 		that's that little picture that goes with the book ? 
_t4 		it goes with the family book ? 
_t4 		and you meant to say the little girl is looking at the water . 
_t4 		that was a long sentence for you . 
_t4 		dyou [: do you] remember reading that book the other day ?
_t4 		black moose ? 
_t4 		yeah , there's another new book , we brought two new books on vacation , and the other one has a moose in it .
_t4 		yeah .
_t4 		you wanna get the little girl book and the moose book , I think they're in the dining room .
_t4 		should we go get em [: them] and bring em [: them] back and read them ? 
_t4 		okay , let's go for a little walk . 
_t4 		where ? 
_t4 		oh , I see the moose book ! 
_t4 		and I see the little girl book , let's bring these back to the (.) bedroom and read in the bedroom . 
_t4 		you wanna carry the moose book , you bring the moose book , here Naima . 
_t4 		can you carry that to the bedroom ? 
_t4 		bedroom ! 
_t4 		let's go read these in the bedroom . 
_t4 		are you gonna come in here and read ? 
_t4 		no , don't put your foot on that . 
_t4 		that's baking soda . 
_t4 		let's read this here . 
_t4 		ah . 
_t4 		let's sit on our messy bed (.) and read the books . 
_t4 		you wanna sit down ? 
_t4 		thank you .
_t4 		oh .
_t4 		okay . 
_t4 		have a seat , let's read it , sit on Mommy's lap . 
_t4 		mmmm+hmmm .
_t4 		there ! 
_t4 		mmmm . 
_t4 		what do you see in that picture ?
_t4 		yeah , what's the little girl doing ?
_t4 		yeah . 
_t4 		does she live in that house ?
_t4 		blue .
_t4 		here's the picture ! 
_t4 		hmmm , I see trees . 
_t4 		he:y ! 
_t4 		the seagull is flying . 
_t4 		I see the seagull's wings . 
_t4 		and where is , where are the seagull's feet ?
_t4 		you see his feet ? 
_t4 		there's his feet , and what about his beak ? 
_t4 		those are the wings . 
_t4 		and the beak is here ! 
_t4 		oh , what's happening in that picture ? 
_t4 		yeah , what's happening ? 
_t4 		xxx that girl's rowing a boat now . 
_t4 		are there waves in the water ? 
_t4 		yeah , and what's that ? 
_t4 		dyou [: do you] know what that is ?
_t4 		yes !
_t4 		it's rope ! 
_t4 		but this little girl also has a rope in her boat . 
_t4 		that's her head , that's the top of her head .
_t4 		we're looking down at her as if we were a bi:rd . 
_t4 		hmmm+hmmm . 
_t4 		what's happening in this picture ? 
_t4 		what's the girl doing ? 
_t4 		did she pick those blueberries ? 
_t4 		she picked those blueberries . 
_t4 		I remember when you picked blueberries when we were in Maine . 
_t4 		yeah ! 
_t4 		I see flowers in the grass too . 
_t4 		she's looking up at the sky . 
_t4 		let's turn this page . 
_t4 		special treasures are found on sun warmed sands , what does she have in her hand ? 
_t4 		shell . 
_t4 		shells , there are shells in her basket , here's the basket . 
_t4 		hey ! 
_t4 		what's happening ? 
_t4 		you know what , that's actually a sea urchin . 
