_t4 		hurt your toe ? 
_t4 		uh +...
_t4 		I have_to (.)  , where can I call you back in your office ? 
_t4 		I don't have that number easily available , so I'll call you on your office phone and leave a message there .
_t4 		I'm sorry  that was Daddy , I had to (.) talk to him +... 
_t4 		for a minute . 
_t4 		xxx it was very hard to wait , I know , cause [: because] you saw it . 
_t4 		it is , I'm cutting them in half for you so that they won't be so big . 
_t4 		okay . 
_t4 		I have_to go (.) look up something for Daddy I'll be right back , okay ? 
_t4 		how you doing in here ? 
_t4 		is that frozen banana good ? 
_t4 		xxx .
_t4 		oh .
_t4 		that's a good idea . 
_t4 		when you're done you can do that . 
_t4 		I'll get it for you in just a minute , I have_to make one phone call .
_t4 		hi  it's  . 
_t4 		how are you ? 
_t4 		oh ,  . 
_t4 		xxx .
_t4 		uh+huh .
_t4 		oh , well that's why I'm calling , because  +...
_t4 		xxx just called from work because he's gotta submit his request for +... 
_t4 		xxx try not to be on call  starting July first , cause [: because] they do the schedule really late .
_t4 		so I want to just confirm with you that the weekend of the nineteenth and twentieth is still (.) free for you because then I will ask him to ask +... 
_t4 		to not be on call that weekend . 
_t4 		right . 
_t4 		okay , well I'll just  tell him +... 
_t4 		okay .
_t4 		a:nd I  I will look into the fare situation I'm assuming it's not gonna be that  .
_t4 		oh . 
_t4 		but I will plan on  . 
_t4 		oh , and if I  +...
_t4 		you can come in Friday , right ? 
_t4 		mmmm+hmmm . 
_t4 		mmmm+hmmm . 
_t4 		um . 
_t4 		okay , and I have a question  schedule  +... 
_t4 		great . 
_t4 		that sounds like a plan .
_t4 		yep [: yes] . 
_t4 		mmmm+hmmm . 
_t4 		mmmm+hmmm . 
_t4 		xxx . 
_t4 		mmmm+hmmm . 
_t4 		right . 
_t4 		xxx . 
_t4 		uh+huh . 
_t4 		oh . 
_t4 		like in the real afternoon  evening . 
_t4 		xxx . 
_t4 		yeah . 
_t4 		but anyway you're only going , getting yourself to the  ferry  . 
_t4 		xxx ,  . 
_t4 		good ,  +/. 
_t4 		I don't think so . 
_t4 		I don't believe so . 
_t4 		yes , yeah I mean people might (.) do that actually but there might be weekend commuters  , that's a good point , who just have summer places . 
_t4 		on the ,  +... 
_t4 		xxx .
_t4 		xxx , and that's still pretty far in advance .
_t4 		xxx problem . 
_t4 		xxx ,  we're fine . 
_t4 		I guess , is that true ? 
_t4 		I guess so , I guess that's all  email , yeah .
_t4 		xxx ,  just , yeah , we're fine . 
_t4 		yeah , she hasn't been  .
_t4 		xxx .
_t4 		
_t4 		I +//.
_t4 		I may have_to go soon because she's (.) a little on the sleepy side and +... 
_t4 		uh yes , actually . 
_t4 		yeah I'm sorry ,  I can't stay  really , but ,  , but I'll talk to you to confirm those details or email you . 
_t4 		good luck recovering from the end of your semester . 
_t4 		o:h . 
_t4 		xxx , okay , bye . 
_t4 		I see what you're doing . 
_t4 		you want your spoon , I think it's in your lap . 
_t4 		xxx see it right here .
_t4 		hey , where'd that ice+cream come from ? 
_t4 		hmmm . 
_t4 		well , it's not  . 
_t4 		you're gonna what ? 
_t4 		you wanna see yourself ? 
_t4 		well , there's nothing to see , just yet . 
_t4 		I'm putting the , microphone on myself .
_t4 		you have tomato sauce on your finger .
_t4 		today +...
_t4 		oh , that's the noise of the , dishwasher . 
_t4 		let's see if that water's boiling . 
_t4 		
_t4 		because I'm boiling the water . 
_t4 		is it too hot for you ? 
_t4 		is it bothering you ?
_t4 		okay . 
_t4 		is that better ?
_t4 		it's not as hot now right ? 
_t4 		I'm waiting for the water to boil so that I can put the orzo in .
_t4 		almost time . 
_t4 		now it's boiling .
_t4 		gonna watch me pour it in ? 
_t4 		and it's boiling . 
_t4 		it's hot because I turned the stove on to boil the water . 
_t4 		yes .
_t4 		trying to figure out where to put your , microphone , so that it won't bother you . 
_t4 		I think I better stir the orzo .
_t4 		do you want some frozen green beans to eat maybe ? 
_t4 		doesn't that sound great ?
_t4 		I thought you'd like that idea . 
_t4 		all+right , I'll cut them into little pieces .
_t4 		they are frozen , they are going to be , cold like ice ! 
_t4 		cold like ice green beans . 
_t4 		polar bears probably like these frozen green beans . 
_t4 		I'm cutting them , into , little tiny circles .
_t4 		see how they become circles when I cut them ? 
_t4 		wow , little frozen circle . 
_t4 		mmmm , those are kind of yummy aren't they ? 
_t4 		mmmm . 
_t4 		mmmm+hmmm , I'll cut some more .
_t4 		anonay . 
_t4 		anonay . 
_t4 		moishy moishy anonay . 
_t4 		are you spitting those out Naima ? 
_t4 		well , I would like you to swallow them .
_t4 		use the , juicy water to wash em [: them] down , okay ? 
_t4 		I'm gonna bring you more frozen green beans . 
_t4 		then I'm gonna grate some more salty+cheese . 
_t4 		did you like the salty cheese ? 
_t4 		what ? 
_t4 		oh I saw some more birds there . 
_t4 		you wanna have a bite ? 
_t4 		do you want a bite ?
_t4 		you asked for more hummus and then you didn't , eat it . 
_t4 		how bout [: about] more salty cheese ? 
_t4 		no , don't spit it out . 
_t4 		I want you to chew it and eat it . 
_t4 		I mean the , green beans . 
_t4 		it's not for doing that , it's not for playing ! 
_t4 		well , that would be fine if you would actually drink it . 
_t4 		
_t4 		xxx . 
_t4 		what's this ?
_t4 		hmmm that looks like a , been sitting here for like a month . 
_t4 		oh .
_t4 		um , I thought I'd , make some quick pasta supper .
_t4 		since I'm here anyway and I need to sit with her .
_t4 		birds do eat insects .
_t4 		hi Miss Boo what are you eating ?
_t4 		that sounds fine .
_t4 		what ? 
_t4 		that sounds fine . 
_t4 		what's insects ? 
_t4 		need to move up for a second .
_t4 		birds are not insects , birds are , birds are birds . 
_t4 		birds are birds .
_t4 		insects , insects are insects . 
_t4 		birds are birds and insects are insects and you have toes . 
_t4 		actually taping .
_t4 		I know .
_t4 		xxx .
_t4 		we're taping , you . 
_t4 		my , little , my sweet little +... 
_t4 		carrot seed !
_t4 		my sweet little cherry blossom .
_t4 		no !
_t4 		no , why not ? 
_t4 		the +...
_t4 		you're not a cherry blossom ? 
_t4 		it's steaming , wow it really is .
_t4 		oh ! 
_t4 		only the black part would really be damaged . 
_t4 		metal transmits heat so +...
_t4 		okay .
_t4 		can you , bring her +..?
_t4 		never mind .
_t4 		there's steam because the pasta was boiling . 
_t4 		are you okay ?
_t4 		still sleepy ?
_t4 		yeah I'm just slowly waking up . 
_t4 		but I think I'm okay now , I'll be able to help you now .
_t4 		I'm gonna give you some it's very hot , I'm gonna [: going to] put more cold , tomato sauce on it to make it cool enough to eat . 
_t4 		and I'm gonna wash off +...
_t4 		actually you know what you should really eat this with , a +... 
_t4 		a big spoon . 
_t4 		oh !
_t4 		try it with this spoon . 
_t4 		you could try this spoon . 
_t4 		gonna make sure it's not too hot . 
_t4 		oh it's perfect , mmmm+hmmm . 
_t4 		okay , go ahead . 
_t4 		yum , Naima . 
_t4 		thought I had it . 
_t4 		
_t4 		yeah it's this , trip to  . 
_t4 		oh yes I think you're right Naima . 
_t4 		Babaji and Daddy are watching television . 
_t4 		that's what she said , she said I think but +... 
_t4 		I forgot I had a movie . 
_t4 		hey that was , good . 
_t4 		you're eating orzo with a very big spoon . 
_t4 		that spoon is as big as Naima ! 
_t4 		ah , let's see +... 
_t4 		xxx . 
_t4 		well I mean , the tomato sauce won't work , for my dad . 
_t4 		uh , no ,  , I was gonna make  , I have , some +... 
_t4 		probably olive oil and garlic or something .
_t4 		I have mushrooms +... 
_t4 		and , actually , I'll make whole wheat pasta for us but he can have this little bit of orzo that , she's having . 
_t4 		tomato ,  , mushroom and olive , I do have olives +... 
_t4 		uh so , mushrooms are fine babe . 
_t4 		oh good , okay .
_t4 		what about olives ? 
_t4 		I dunno .
_t4 		oh you mean , whole olives ? 
_t4 		yes . 
_t4 		how bout [: about] olives ?
_t4 		olives are okay too . 
_t4 		okay . 
_t4 		good .
_t4 		that's great . 
_t4 		and , onions , garlic he can have that , without , restriction ? 
_t4 		yeah onions and garlic +...
_t4 		is that good Naima ? 
_t4 		is it yummy ? 
_t4 		great . 
_t4 		I think maybe tomorrow I will , have a non+cooking day , for myself . 
_t4 		well I mean , he can eat , small amounts .
_t4 		or have it on the side , that way people can do what they want . 
_t4 		an' [: and] we can make a salad too . 
_t4 		you want more orzo Naima ? 
_t4 		you do . 
_t4 		save some for your dad , if possible . 
_t4 		oh is the whole wheat not good for him ? 
_t4 		I , right he avoids whole wheat ,  . 
_t4 		oh that's right he eats  . 
_t4 		and you want some tomato sauce too ? 
_t4 		there . 
_t4 		is it hot ? 
_t4 		I dunno .
_t4 		what's Daddy doing ? 
_t4 		mmmm .
_t4 		Daddy's eating something called , cashews . 
_t4 		it's a kind of a nut . 
_t4 		I think animals probably like cashews too . 
_t4 		oh do you not have a pocket in these ?
_t4 		or you probably do . 
_t4 		no . 
_t4 		oh well .
_t4 		take it off if you can .
_t4 		oh you were cooling the pasta down I wondered what you were doing . 
_t4 		you're cooling it down yourself ? 
_t4 		hmmm ! 
_t4 		like this . 
_t4 		yes , yes , I've seen her do that before . 
_t4 		those azaleas outside are really nice looking . 
_t4 		mmmm .
_t4 		one is pink and there's a red one , coming in . 
_t4 		I was thinking maybe we should all go , for at least one meal we should go to like to the paddock or something . 
_t4 		mmmm+hmmm , I had the same thought .
_t4 		it might be , busy , though , although if we went , &er  +... 
_t4 		this is a weird weekend .
_t4 		you want more orzo ?
_t4 		okay . 
_t4 		more orzo for the Boo . 
_t4 		want more tomato sauce too ?
_t4 		you think one of these is enough for , all of us ? 
_t4 		yeah . 
_t4 		there's twenty one +... 
_t4 		twenty+one grams of protein in this whole thing that's not enough for four adults really . 
_t4 		no .
_t4 		three plus fifteen +... 
_t4 		or I could fry this up . 
_t4 		yeah . 
_t4 		that would probably be tastier , especially if you , threw it in with the +... 
_t4 		this salsa only has twenty+one +//.
_t4 		well your dad's +...
_t4 		oh . 
_t4 		right , he'll he'll have maybe four or five grams , the rest of us will , have more . 
_t4 		no . 
_t4 		miss Naima boo you're having a good supper . 
_t4 		actually that's  , add some soy .
_t4 		you could , switch , (be)cause I did start this tape , because I thought we'd get your parents in here on , and maybe , segue into , them , talking about this or that , so +... 
_t4 		mmmm+hmmm .
_t4 		it's okay if it's a hybrid tape I think ,  have_to be +... 
_t4 		you are having a good supper Naima , I'm glad to see you eating it . 
_t4 		mmmm .
_t4 		that's the only problem with a Friday call if +... 
_t4 		if it's bad , the whole next day is kinda [: kind of] , shot .
_t4 		mmmm+hmmm .
_t4 		you want Portishead . 
_t4 		well Dadaji an' [: and] Babaji are watching something that they'd like to watch right now . 
_t4 		you could listen later , to Portishead . 
_t4 		somebody's got a little bit of a short , fuse this afternoon . 
_t4 		nursies are in the world Naima . 
_t4 		I know Naima but you know what , Babaji and Dadaji are watching it . 
_t4 		and Daddy wants them to watch it and I wanna be able to watch it sometimes .
_t4 		he wants them to have fun too and they're having fun watching it .
_t4 		they're our guests .
_t4 		then let's figure out something fun for you to do .
_t4 		I know you do , I know you want to but , actually I don't think we're going to because , Babaji and Dadaji are listening , and they're watching . 
_t4 		they are . 
_t4 		you want some , garlic hummus ?
_t4 		look at this mushroom . 
_t4 		wow . 
_t4 		that's a mushroom !
_t4 		that's a , that's a big mushroom . 
_t4 		I'm rubbing the mushroom .
_t4 		that mushroom is huge .
_t4 		it's huge !
_t4 		it's so big , it's huge ! 
_t4 		in fact it's so huge it's , humongous . 
_t4 		it's a humongous fungus . 
_t4 		there is some more orzo here .
_t4 		ouch . 
_t4 		why did she say ouch ?
_t4 		I think her finger touched something that was very hot while she was cooking .
_t4 		the oil , the oil was hot , and it came up and touched my hand . 
_t4 		do you want some water Naima or some juice ? 
_t4 		she had some . 
_t4 		oh I , I took it away because she was , putting it on her food .
_t4 		I'm hungry . 
_t4 		mmmm , me too . 
_t4 		thank you for the sleep it was really good . 
_t4 		oh , I'm glad you were able to get to sleep .
_t4 		did you lie down , and stay down , or what did you do ? 
_t4 		I was lying down for a little while but I really really sleep at all , I just , figured there was no point .
_t4 		no point . 
_t4 		I enjoyed myself by buying , some nursing bras online on sale . 
_t4 		that's what I did instead of taking a nap . 
_t4 		wowie . 
_t4 		what else Naima you want some more , hummus ? 
_t4 		oh I was closing it because I thought it was bothering you to hear the noise of the movie . 
_t4 		but we can open the door . 
_t4 		oh and my water's boiling here . 
_t4 		should I do something ? 
_t4 		you could open the door for Naima since she likes  . 
_t4 		you wanna go in the room ? 
_t4 		are you all done , should I clean you up ? 
_t4 		oh , you should eat some more orzo ? 
_t4 		okay Miss Hungry Baby . 
_t4 		let's finish the orzo . 
_t4 		you know what ?
_t4 		do we have any other non+wheat ? 
_t4 		I could make some , separately for your dad , non+whole+wheat , pasta .
_t4 		yeah that's what I was , well they're wheels , I can make  . 
_t4 		that's a lotta [: lot of] orzo boo+boo . 
_t4 		are you cooling it down ? 
_t4 		that's a very nice , cooling down kind of action .
_t4 		you know it with their other our fish , frozen fish filet +...
_t4 		what are you looking +..? 
_t4 		oh , well , did you put away the , tomato sauce ?
_t4 		or did I ?
_t4 		uh , I guess , I might have , I don't really remember . 
_t4 		huh ,  .
_t4 		yes .
_t4 		yup [: yes] , there it is . 
_t4 		the frozen fish filets you mean for him ?
_t4 		yeah they're breaded but he , in fact they might even be whole+wheat breaded . 
_t4 		okay , tomato sauce . 
_t4 		but , he might be able to eat that .
_t4 		what's that ? 
_t4 		you want Mommy to watch you do the orzo ? 
_t4 		do you want some more beans ? 
_t4 		green beans ? 
_t4 		okay , here's some more green beans . 
_t4 		should I put them in here ? 
_t4 		mmmm , crunchy green beans , yummy . 
_t4 		mmmm hot cilantro  . 
_t4 		xxx . 
_t4 		so she's +//.
_t4 		wow , she ate all that pasta . 
_t4 		there's more pasta in your plate . 
_t4 		you got a big spoon here . 
_t4 		I'm gonna go make us a salad . 
_t4 		you really getting very good at feeding yourself Naima . 
_t4 		you know how to do it . 
_t4 		she doesn't usually have that big spoon but it's actually , helpful in a way . 
_t4 		all+right +... 
_t4 		mmmm .
_t4 		mmmm !
_t4 		xxx Dad's making funny  . 
_t4 		it's somewhere +//.
_t4 		oh ! 
_t4 		no it's in the way , okay okay okay okay . 
_t4 		that's not a good idea . 
_t4 		we can , stop for now , too . 
_t4 		xxx . 
_t4 		Daddy's gonna teach you . 
_t4 		I don't think I wanna teach you that . 
_t4 		you were telling Daddy what ? 
_t4 		a word that is not good ? 
_t4 		what word is that ? 
_t4 		oh is that a new word , that's not good ? 
_t4 		is that word not good Naima ? 
_t4 		oh ! 
_t4 		you made a new word .
_t4 		rubianeany . 
_t4 		
_t4 		
_t4 		
_t4 		these are actually not for you to play with , Miss Naima . 
_t4 		I dunno [: don't know] but , these aren't for you to play with . 
_t4 		Naima +...
_t4 		Naima do you wanna sort silverware for me ? 
_t4 		okay .
_t4 		I'm gonna blend I'll need some help from you . 
_t4 		helper kangaroo .
_t4 		I fixed it (be)cause you , it broke when you threw it down so I fixed it .
_t4 		
_t4 		
_t4 		
_t4 		
_t4 		
_t4 		well why do you wanna break it ?
_t4 		
_t4 		no .
_t4 		you wanna take the cables ?
_t4 		you're drilling a hole ? 
_t4 		are you drilling a hole , where are you drilling a hole ? 
_t4 		in the hallway where's your drill I don't see your drill . 
_t4 		J stands for +... 
_t4 		what's jiggaluh ? 
_t4 		
_t4 		are you upset Naima ? 
_t4 		
_t4 		aren't you gonna give her a bath ? 
_t4 		yeah . 
_t4 		Naima you wanna take a bath ? 
_t4 		
_t4 		
_t4 		
_t4 		
_t4 		
_t4 		mmmm+hmmm .
_t4 		
_t4 		are you pretending to cry ?
_t4 		
_t4 		
_t4 		
_t4 		
_t4 		are you ready for a nap , are you ready for a bath , Boo ?
_t4 		Daddy's gonna go , run the water .
_t4 		ah yeah you should cry (be)cause you broke the l .
_t4 		
_t4 		
_t4 		
_t4 		
_t4 		
_t4 		why ?
_t4 		
_t4 		yeah .
_t4 		let's take a bath Miss Boo . 
_t4 		let's take a bath . 
_t4 		Daddy's ready , I'm gonna run the water ! 
_t4 		I'm gonna +...
_t4 		
_t4 		
_t4 		is , is that , diaper bothering you boo ?
_t4 		okay I'm gonna turn the water on ! 
_t4 		and he looked like this !
_t4 		it looks like this !
_t4 		it looks like that .
_t4 		okay .
_t4 		Naima tore one of her cards . 
_t4 		aha . 
_t4 		and then ran away , and , cried , and said , you're pretending to cry .
_t4 		thank you .
_t4 		Daddy's gonna run the water Boo !
_t4 		partly . 
_t4 		so , &er what , do you have in the building ? 
_t4 		oh I don't know , I mean , I didn't really have +... 
_t4 		you know I try to suppress that as soon as I , have the thought . 
_t4 		so that I don't actually +... 
_t4 		no , of course something sweet . 
_t4 		sucrose +...
_t4 		pastry . 
_t4 		oh I can go get , that's easy . 
_t4 		yeah but you know , your parents , it's not so , great to have it around because of them . 
_t4 		but this I dunno [: don't know] you know , I didn't check the hours of the new place up here . 
_t4 		oh Naima's [: Naima is] +...
_t4 		I think , that their other ones aren't ripe , but you could have some strawberry , the other ones are , hard . 
_t4 		can I get you some fresh strawberry ? 
_t4 		he's double checking . 
_t4 		that's , that's what I meant .
_t4 		how bout [: about] some fresh +..?
_t4 		well this one seems , to fight . 
_t4 		oh well , sorry . 
_t4 		have some strawberries honey .
_t4 		look , don't these look good ? 
_t4 		that's a huge strawberry !
_t4 		okay . 
_t4 		I think Naima's [: Naima is] correcting herself instead of saying you she's saying Naima (be)cause she knows has a sense that you is not quite right . 
_t4 		yeah .
_t4 		I'm gonna .
_t4 		I'm gonna cut it . 
_t4 		Naima's [: Naima is] gonna , do it . 
_t4 		you gonna take a bite of it ?
_t4 		you could take a bite of it .
_t4 		you can try it . 
_t4 		like an apple . 
_t4 		it's as big as a little apple . 
_t4 		small bite , take a small bite . 
_t4 		it's good for your teeth . 
_t4 		mmmm . 
_t4 		mmmm . 
_t4 		Naima's [: Naima is] eating a strawberry . 
_t4 		the way that it's meant to be eaten . 
_t4 		that's right . 
_t4 		well Naima had strawberries at Gene's farm . 
_t4 		warm from the sun , just picked . 
_t4 		mmmm .
_t4 		not washed except , Mommy dusted it off . 
_t4 		last summer , last June probably . 
_t4 		got lost , did he ? 
_t4 		I know .
_t4 		you didn't run into deer poop ? 
_t4 		well , they were +... 
_t4 		I don't think the deer actually come into the strawberry patch to poop . 
_t4 		do you have a twenty+four hour video camera ,  ? 
_t4 		I think it was one of these things where they were right on top , they were , you know .
_t4 		here .
_t4 		well , it's hard to , to do it by hand .
_t4 		why don't I use the knife ?
_t4 		to make it easier to eat , okay ? 
_t4 		oh .
_t4 		oh , you got strawberry in your eye ? 
_t4 		close your eyes for a minute and then I'll they'll feel better , if you , close them for a little +//. 
_t4 		not not hard , just lightly . 
_t4 		you don't have_to , shut them that tightly , look how Mommy's closing her eyes . 
_t4 		see I'm not squeezing them that's squeezing them , I'm just shutting them . 
_t4 		now just close em [: them] now . 
_t4 		as if you were asleep . 
_t4 		yeah . 
_t4 		here have some strawberry . 
_t4 		what's Naima doing ? 
_t4 		are you recording ?
_t4 		yeah . 
_t4 		good . 
_t4 		I'm sitting across from you . 
_t4 		Daddy's sitting across from you over here .
_t4 		mmmm . 
_t4 		thanks for the coffee . 
_t4 		you're welcome and I'd be happy to go get some +... 
_t4 		something bad ? 
_t4 		croissant . 
_t4 		from Fancy's . 
_t4 		well , what I was gonna say is this place might actually be open on Sundays , since it's different , ownership . 
_t4 		I know , but +...
_t4 		yeah , I guess it's worth , an extra , few minutes . 
_t4 		they had +...
_t4 		no .
_t4 		on a Sunday it's hard to predict , people's opening times . 
_t4 		yup [: yes] , yeah .
_t4 		well , and what , what was Fancy's on Sundays ? 
_t4 		in fact , weren't , wasn't Fancy's closed also on Sundays ? 
_t4 		oh , I drove out there and it was closed .
_t4 		yeah , I think so . 
_t4 		the difference was the Saturday hours .
_t4 		yeah , you're right .
_t4 		I think Fancy had longer Saturday hours . 
_t4 		you're right .
_t4 		but this place is unknown . 
_t4 		oh I hate  .
_t4 		the other thing is we could go out but that involves everybody , getting ready to go out which takes too long .
_t4 		it's a huge production .
_t4 		I could make something but +...
_t4 		and it's gonna be really crowded today . 
_t4 		well , higher bout [: about] early in the morning . 
_t4 		there is the  , race , today . 
_t4 		I dunno [: don't know] .
_t4 		I don't +...
_t4 		what race is it ?
_t4 		it's the Johnny Kelly , ten+k I think . 
_t4 		oh .
_t4 		is he gonna run in it ? 
_t4 		I think he does actually . 
_t4 		is he your patient ? 
_t4 		no .
_t4 		think I think he's ,  , he may still see Mac I don't remember . 
_t4 		um +... 
_t4 		I don't wanna have it because you've been squeezing it . 
_t4 		I will have one that you haven't been squeezing .
_t4 		do you wanna give me a piece that you haven't been +..? 
_t4 		okay .
_t4 		thank you Naima . 
_t4 		mmmm , that's nice for sharing .
_t4 		are they delicious Naima are they good ? 
_t4 		the strawberries ?
_t4 		mmmm , wow . 
_t4 		is it tasty Boo ? 
_t4 		squeeze it sweetie . 
_t4 		don't squeeze it , eat it . 
_t4 		you don't wanna eat them anymore ?
_t4 		you want some yogurt with it ? 
_t4 		okay . 
_t4 		what could we make here that would be easy ? 
_t4 		why ? 
_t4 		oh you don't wanna mix them ?
_t4 		you don't wanna mix up the yogurt and the strawberries ? 
_t4 		here comes the yogurt ! 
_t4 		lucky . 
_t4 		or strawberry .
_t4 		or both . 
_t4 		dya [: do you] want wheat or oatie+o's ? 
_t4 		just strawberry ? 
_t4 		how bout [: about] wheat germ ? 
_t4 		okay .
_t4 		I don't .
_t4 		no , don't do that .
_t4 		Naima ! 
_t4 		that's making a mess . 
_t4 		I'm gonna take all the food away if you keep doing that .
_t4 		Naima hold still , there's a strawberry down here . 
_t4 		somewhere . 
_t4 		xxx just making +...
_t4 		I have a feeling , you don't like these strawberries .
_t4 		is that right ? 
_t4 		you don't wanna do yogurt ?
_t4 		you didn't have any yogurt . 
_t4 		remember this , this bowl has letters on it . 
_t4 		it's a j .
_t4 		spells baby Bjorn . 
_t4 		I would actually like to get , more of these bowls . 
_t4 		and the spoons that go with em [: them] are just right too . 
_t4 		I think they're too deep they're , too much like her bowl . 
_t4 		the spoons . 
_t4 		the spoons or the bowl ?
_t4 		the spoons . 
_t4 		the , ones that match that ? 
_t4 		yeah isn't it the short , handle on the round +...
_t4 		yeah .
_t4 		xxx .
_t4 		what's too deep ?
_t4 		they're not deep . 
_t4 		they're the same , about the same as this +... 
_t4 		there was a bird at the feeder ? 
_t4 		what was he doing ? 
_t4 		he was eating some seeds ?
_t4 		how did he know that the seeds were there ? 
_t4 		that's a good question . 
_t4 		how did he know , that the seeds were there ? 
_t4 		because we put them there , maybe he saw us putting them there ? 
_t4 		that would be one way he would know . 
_t4 		not the weeds . 
_t4 		we planted the seeds not the weeds .
_t4 		we want the seeds to grow not the weeds . 
_t4 		flowers ? 
_t4 		the weeds were flowering ? 
_t4 		you were helping me so much when we were pulling weeds down at the garden the other day .
_t4 		you were tugging them up , yeah .
_t4 		you were tugging weeds ? 
_t4 		we have lots more things to plant in our garden . 
_t4 		beans , and I ordered some more seeds from a , kind of a rare seed place . 
_t4 		a french pumpkin . 
_t4 		a french pumpkin ? 
_t4 		why ?
_t4 		a french pumpkin . 
_t4 		how frenchist .
_t4 		sorry , your hair is in your yogurt on your face .
_t4 		um , some flowers . 
_t4 		what did I order ? 
_t4 		I just kinda [: kind of] did it on a whim .
_t4 		well we have beans we need to plant .
_t4 		and Daddy has bachelor's+buttons .
_t4 		oh yes , bachelor's+buttons ! 
_t4 		good idea .
_t4 		you have_to find a special place for them with Daddy . 
_t4 		yeah . 
_t4 		you gonna make a row for them , just like we made rows in the garden . 
_t4 		you could do that . 
_t4 		I would spare space if you wanted to , have them in the , vegetable garden . 
_t4 		boy the birds are really , feeding . 
_t4 		and they're chirping .
_t4 		are they hungry ?
_t4 		I think bachelor's+buttons need sun , right ?
_t4 		or at least partial sun . 
_t4 		you know what might be a good place ? 
_t4 		this , area , right here , actually gets morning sun .
_t4 		yeah , I know .
_t4 		I don't think it does all day .
_t4 		I know .
_t4 		but , you could just clear out , some of whatever's there and put them . 
_t4 		this variety is tall bachelor's+buttons .
_t4 		yeah . 
_t4 		see how tall they are . 
_t4 		maybe Tuesday when it's , if maybe if it's not raining . 
_t4 		drought tolerant .
_t4 		in the vegetable garden ? 
_t4 		we could plant them there , too .
_t4 		early spring , one to two weeks before last frost so really they should , be +...
_t4 		yeah , it's it's a perfect time . 
_t4 		yeah . 
_t4 		seeds require dark to germinate .
_t4 		completely cover . 
_t4 		mmmm .
_t4 		some , some don't . 
_t4 		okay , does not transplant well . 
_t4 		two to three foot tall , that's really tall for bachelor's+buttons . 
_t4 		huh , it'd be interesting . 
_t4 		no , three feet is common . 
_t4 		two to three .
_t4 		well you see , you see them , from time to time . 
_t4 		I've never seen bachelor's+buttons that tall .
_t4 		mmmm . 
_t4 		I have up to here . 
_t4 		well , then , it's a variety for you . 
_t4 		that'll be nice , I think that would be a good place . 
_t4 		mmmm . 
_t4 		would you like some toast to eat Naima ? 
_t4 		I'll toast the toast , for you . 
_t4 		well the toaster's [: toaster is] unplugged , that's okay . 
_t4 		I think we don't have enough maple syrup to really make ,  +...
_t4 		yeah we have very little , in fact , I , keep meaning to tell you . 
_t4 		I haven't been using it so I haven't noticed .
_t4 		I'm looking for bread so that I can make the toast for you .
_t4 		there's bread in the freezer . 
_t4 		yeah , I just +//. 
_t4 		I'm not , a big , fan of bread in the freezer .
_t4 		why am I fanning ? 
_t4 		oh I wasn't talking about the fan .
_t4 		she was talking about a different kind of fan . 
_t4 		there's a different kind of fan called , a fan , somebody who likes something a lot is called a fan . 
_t4 		that's short for fanatic . 
_t4 		oh , what's the fan gonna blow out ?
_t4 		fans blow air . 
_t4 		but when people are fans we mean that they're fanatics .
_t4 		that means they really like something a lot .
_t4 		that means they really really really like something they're called fans . 
_t4 		what was used to go in the house , fans ? 
_t4 		the big fan ? 
_t4 		upstairs in the ceiling ?
_t4 		oh in the old house , you mean .
_t4 		in the old house , the big noisy fan ?
_t4 		mmmm+hmmm . 
_t4 		is that what you were remembering Naima ? 
_t4 		no ? 
_t4 		oh .
_t4 		the plastic smell ? 
_t4 		Daddy was blowing fans out . 
_t4 		dya [: do you] want some fresh banana ? 
_t4 		okay .
_t4 		but I'm making the toast .
_t4 		I'm making the toast now .
_t4 		I do .
_t4 		we picked them .
_t4 		Naima's [: Naima is] gonna help me plant them when the weather's a little bit better when it stops raining .
_t4 		yeah it's not good to really do gardening when the ground is wet , (be)cause you spread things all over the place . 
_t4 		yeah . 
_t4 		we do need to tug up more weeds well maybe , who knows , maybe today it won't rain very much , and maybe it will get a little dryer and maybe we can do , things outside . 
_t4 		well anyway I didn't finish telling you all the other kinds of seeds we're gonna plant .
_t4 		beans , we have beans to plant .
_t4 		we need to get some poles , to put the beans on .
_t4 		and , we're +...
_t4 		and we're gonna +//.
_t4 		at the pole store ?
_t4 		yeah , I'm gonna order some from the pole store .
_t4 		it's not a real store , it's a , thing I have_to buy on the computer .
_t4 		you can do it with me .
_t4 		you can do it with Mommy .
_t4 		yup [: yes] , you can do +...
_t4 		but you have_to just sit at the computer and do it .
_t4 		and we'll look at a picture of it and buy it . 
_t4 		boy , I'm tired .
_t4 		I know .
_t4 		there is a pole at fire+stations .
_t4 		and you slid down the pole and , actually do you remember , when we went with Grandma  to the Museum of Science , there was a play+ground that had a pole , and you slid down that pole too ! 
_t4 		we helped you slide down that pole . 
_t4 		miss , little firefighter girl . 
_t4 		dya [: do you] remember that play+ground ? 
_t4 		it had wiggly +... 
_t4 		what did it have ? 
_t4 		wiggly turtles ?
_t4 		no , what were those +..?
_t4 		it had a wiggly sea+horse +...
_t4 		oh yeah , a wiggly whale .
_t4 		mmmm !
_t4 		and a wiggly duck . 
_t4 		wow .
_t4 		I dunno [: don't know] if it had a turtle , did it ? 
_t4 		I think there were three , two or three wiggly things . 
_t4 		wiggly wiggly wiggly wiggly wiggly . 
